# schema=engine-default-glyph-frequency-corpus.v1
# source=messense/jieba-rs@c62e0df1f9dcc2cc1e014711c5aa4561ae260538
# sourcePath=jieba/src/data/dict.txt
# sourceBlobSha=8a9837551ef4f0833835565b5ca654bd6d786a42
# sourceSha256=139519822fe8ab9e10d9d07e68ea0451045380aedaf54ecc51e2a28c6b42a13f
# algorithm=sum word frequency for each Han scalar occurrence; sort score desc then codepoint asc; take 1200
U+9047	18782
U+8FFD	18752
U+7532	18732
U+9986	18689
U+8865	18644
U+5510	18615
U+70AE	18611
U+6CBF	18516
U+6BBF	18469
U+523A	18424
U+602A	18420
U+5F69	18319
U+4FC4	18282
U+65E7	18270
U+8B66	18182
U+7D22	18134
U+5CB8	18086
U+8F6E	18081
U+5987	18064
U+8F7D	18039
U+9760	18037
U+9644	18029
U+6BEB	17961
U+6000	17931
U+8F6F	17867
U+9AA8	17789
U+63A2	17755
U+96F7	17717
U+65C1	17651
U+7F6A	17526
U+67AA	17488
U+7259	17470
U+8FCE	17406
U+5E8F	17361
U+6162	17267
U+76DB	17213
U+96E8	17153
U+5899	17145
U+6076	17133
U+8C37	17130
U+987F	17041
U+5371	17037
U+7A33	16995
U+719F	16964
U+6982	16925
U+9178	16924
U+64CD	16903
U+8BF8	16836
U+7EFF	16806
U+4F5B	16799
U+8363	16758
U+9488	16746
U+6258	16745
U+5BBD	16726
U+6298	16725
U+91CE	16693
U+4ED8	16619
U+5348	16583
U+80AF	16562
U+5E93	16533
U+539A	16505
U+7F3A	16487
U+7F62	16486
U+8033	16440
U+5C4B	16439
U+5634	16431
U+672B	16428
U+8C22	16362
U+57F9	16356
U+5DE8	16356
U+9875	16351
U+74E6	16348
U+6B3E	16346
U+72AF	16345
U+56F0	16301
U+5E97	16295
U+667A	16268
U+62E5	16213
U+96EA	16184
U+7FFB	16177
U+5723	16171
U+620F	16129
U+65D7	16092
U+5409	16086
U+5A5A	16044
U+5956	15946
U+5CA9	15919
U+7591	15912
U+5E01	15910
U+5706	15863
U+6B4C	15822
U+5EF7	15792
U+5065	15769
U+5361	15729
U+70E7	15710
U+6790	15692
U+8BA8	15680
U+8DD1	15679
U+70DF	15664
U+8BEF	15651
U+4ED9	15650
U+7597	15640
U+821E	15627
U+4EA1	15586
U+95ED	15573
U+6C7D	15569
U+4F38	15562
U+8131	15554
U+79CB	15532
U+59D0	15526
U+7E41	15505
U+4FB5	15502
U+5DDD	15487
U+83AB	15430
U+9EBB	15412
U+79C0	15360
U+501F	15348
U+5BFB	15340
U+79C1	15339
U+5C97	15251
U+5377	15249
U+8DF3	15242
U+4E3D	15239
U+6A2A	15212
U+9A7B	15148
U+5957	15145
U+517C	15081
U+60A8	15079
U+541B	15047
U+4E01	15039
U+675F	15028
U+7EB8	14989
U+593A	14943
U+8881	14928
U+706F	14910
U+574F	14899
U+5766	14899
U+4E1D	14896
U+5F84	14875
U+8D2D	14799
U+9634	14768
U+5E8A	14759
U+77A7	14726
U+62E9	14622
U+5893	14615
U+5BAA	14603
U+5CF0	14587
U+904D	14572
U+9C81	14549
U+5E99	14527
U+6389	14522
U+4E39	14491
U+6843	14477
U+5FA1	14472
U+8230	14472
U+907F	14460
U+552E	14445
U+6012	14433
U+8BFE	14430
U+64AD	14386
U+62D4	14352
U+5965	14309
U+5EF6	14304
U+865A	14257
U+9690	14162
U+7CAE	14113
U+7EDC	14084
U+906D	14016
U+6447	13997
U+6F5C	13996
U+5E84	13987
U+6DF7	13951
U+5385	13940
U+5A46	13902
U+5974	13895
U+9F13	13889
U+8D75	13859
U+8BBF	13853
U+7761	13850
U+9707	13820
U+4E88	13805
U+7AE5	13799
U+5F90	13783
U+97E6	13775
U+6B96	13755
U+6293	13749
U+62DC	13737
U+5428	13733
U+626C	13721
U+5740	13702
U+6D1B	13693
U+4F11	13681
U+7EB5	13663
U+9003	13660
U+67D3	13652
U+7EB7	13650
U+8D38	13630
U+900F	13625
U+6C47	13611
U+706D	13582
U+86CB	13559
U+68EE	13495
U+4EEA	13466
U+5854	13435
U+8DDD	13410
U+72D0	13383
U+878D	13382
U+90E1	13378
U+7F13	13289
U+805A	13250
U+76D6	13237
U+62CD	13216
U+8FF9	13203
U+5FE0	13197
U+91CA	13145
U+6DA6	13130
U+7C89	13114
U+6D93	13108
U+5B54	13090
U+5CAD	13066
U+641C	13013
U+7D2B	12996
U+8651	12965
U+4FC3	12959
U+62B5	12943
U+94A2	12890
U+585E	12857
U+5BFA	12843
U+6D25	12815
U+6DB2	12779
U+7801	12777
U+864E	12761
U+575B	12739
U+73CD	12729
U+786C	12720
U+6881	12691
U+5954	12683
U+7D2F	12682
U+5F79	12681
U+504F	12658
U+8FEB	12635
U+951B	12608
U+51E1	12604
U+635F	12590
